time,surface_pressure (hPa),soil_moisture_0_to_7cm (m³/m³),et0_fao_evapotranspiration (mm),rain (mm),windspeed_10m (km/h),relativehumidity_2m (%),temperature_2m (°C),soil_temperature_0_to_7cm (°C),cloudcover (%),shortwave_radiation (W/m²),weathercode (wmo code)
2013-08-04,1001.9291666666667,0.13445833333333335,5.4799999999999995,0.0,5.545833333333333,66.41666666666667,28.070833333333336,29.47083333333333,4.083333333333333,6987.0,0
2013-08-05,1000.8625000000001,0.134,5.470000000000001,0.3,5.166666666666667,68.58333333333333,27.829166666666666,29.433333333333334,0.7916666666666666,7038.0,0
2013-08-06,1000.3208333333333,0.134,5.26,0.1,5.316666666666666,75.33333333333333,27.2625,29.275000000000002,1.75,7025.0,0
2013-08-07,999.2833333333333,0.134,5.23,0.0,4.9125000000000005,74.95833333333333,27.55,29.441666666666666,3.125,6931.0,0
2013-08-08,999.2291666666666,0.134,5.24,0.0,5.354166666666667,73.16666666666667,27.837500000000002,29.391666666666666,3.2916666666666665,6837.0,0
2013-08-09,996.8625000000001,0.149,4.44,2.4,4.895833333333333,75.125,26.625,28.554166666666664,18.0,6013.0,0
2013-08-10,995.7791666666667,0.19625,4.2,1.0,5.8,66.58333333333333,25.45,27.412499999999998,26.5,5527.0,1
2013-08-11,998.1125000000001,0.18379166666666666,5.33,0.0,7.541666666666667,64.29166666666667,25.679166666666664,27.854166666666668,2.9166666666666665,6839.0,0
2013-08-12,1000.2291666666666,0.17225000000000001,4.8,0.0,5.920833333333333,71.95833333333333,25.3,27.587500000000002,1.6666666666666667,6605.0,0
2013-08-13,1000.2125,0.16433333333333333,4.73,0.0,5.016666666666667,73.29166666666667,25.179166666666664,27.1375,9.083333333333334,6609.0,0
2013-08-14,998.6666666666666,0.15829166666666666,4.17,0.3,5.120833333333334,73.875,25.420833333333334,27.204166666666666,8.25,5831.0,0
2013-08-15,1000.1458333333334,0.153875,5.17,0.0,8.012500000000001,60.041666666666664,26.5125,28.395833333333332,17.541666666666668,6353.0,0
